,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
61,-69.0,-64.0,-66.0,-69.0,-69.0,-66.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-64.0,-65.0,-65.0,-66.0,-66.0,-64.0,-65.0,-62.0,-83.0,-64.0,-74.0,-64.0,-65.0,-65.0,-66.0,-69.0,-69.0,-70.0,-63.0,-69.0,-67.4870283018868,-63.0,-62.0,-62.0,-74.0,-63.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-74.0,-95.0,-74.0,-74.0,-74.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-62.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-65.0,-95.0,-74.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-81.0,-81.0,-81.0,-80.0,-80.0,-82.0,-80.0,-81.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
62,-69.0,-68.0,-67.0,-69.0,-69.0,-66.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-62.0,-62.0,-62.0,-66.0,-65.0,-62.0,-65.0,-63.0,-83.0,-64.0,-74.0,-64.0,-65.0,-65.0,-65.0,-68.0,-69.0,-70.0,-63.0,-70.0,-67.4870283018868,-63.0,-62.0,-63.0,-73.0,-63.0,-65.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-74.0,-95.0,-74.0,-62.0,-74.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-62.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-65.0,-95.0,-74.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-82.0,-81.0,-81.0,-80.0,-80.0,-82.0,-80.0,-81.0,-80.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
63,-69.0,-68.0,-67.0,-69.0,-69.0,-67.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-61.0,-62.0,-63.0,-66.0,-65.0,-62.0,-64.0,-63.0,-83.0,-61.0,-74.0,-64.0,-66.0,-65.0,-66.0,-68.0,-68.0,-69.0,-64.0,-69.0,-67.4870283018868,-63.0,-63.0,-63.0,-73.0,-63.0,-66.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-74.0,-69.0,-74.0,-62.0,-74.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-63.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-65.0,-95.0,-74.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-82.0,-81.0,-80.0,-80.0,-80.0,-81.0,-81.0,-81.0,-80.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
64,-69.0,-68.0,-68.0,-69.0,-69.0,-67.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-61.0,-61.0,-61.0,-66.0,-66.0,-61.0,-66.0,-61.0,-83.0,-61.0,-73.0,-63.0,-66.0,-65.0,-66.0,-69.0,-69.0,-69.0,-64.0,-69.0,-67.4870283018868,-63.0,-64.0,-63.0,-73.0,-63.0,-65.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-73.0,-69.0,-74.0,-62.0,-73.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-63.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-65.0,-95.0,-74.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-80.0,-80.0,-81.0,-80.0,-80.0,-81.0,-81.0,-81.0,-80.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
65,-74.0,-65.0,-65.0,-75.0,-76.0,-66.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-58.0,-58.0,-57.0,-67.0,-69.0,-59.0,-55.0,-58.0,-95.0,-57.0,-78.0,-67.0,-69.0,-69.0,-69.0,-72.0,-74.0,-74.0,-79.0,-74.0,-65.0,-64.0,-64.0,-66.0,-67.0,-65.0,-70.0,-83.0,-78.0,-83.0,-83.0,-79.0,-83.0,-83.0,-95.0,-83.0,-95.0,-78.0,-95.0,-79.0,-79.0,-79.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-60.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-76.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-72.0,-72.0,-72.0,-72.0,-72.0,-79.0,-72.0,-72.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-76.0,-76.0,-76.0,-83.0,-76.0,-76.0,-83.0,-83.0,-76.0,-76.0,-77.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0
66,-79.0,-67.0,-67.0,-75.0,-69.0,-68.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-59.0,-60.0,-57.0,-67.0,-71.0,-60.0,-58.0,-60.0,-95.0,-59.0,-76.0,-68.0,-71.0,-71.0,-71.0,-72.0,-74.0,-74.0,-76.0,-74.0,-67.0,-68.0,-69.0,-67.0,-68.0,-65.0,-95.0,-83.0,-78.0,-83.0,-83.0,-79.0,-83.0,-83.0,-95.0,-83.0,-95.0,-76.0,-95.0,-76.0,-76.0,-76.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-60.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-76.75,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-68.0,-72.0,-95.0,-72.0,-69.0,-67.0,-68.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-80.0,-83.0,-79.0,-83.0,-82.0,-80.0,-81.0,-74.0,-74.0,-74.0,-74.0,-74.0,-76.0,-83.0,-83.0,-75.0,-74.0,-75.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0
67,-79.0,-66.0,-66.0,-78.0,-79.0,-68.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-59.0,-59.0,-58.0,-67.0,-69.0,-60.0,-58.0,-58.0,-95.0,-58.0,-77.0,-68.0,-69.0,-69.0,-70.0,-78.0,-78.0,-79.0,-77.0,-78.0,-67.0,-70.0,-69.0,-67.0,-68.0,-65.0,-95.0,-83.0,-78.0,-83.0,-83.0,-79.0,-83.0,-83.0,-95.0,-80.0,-95.0,-78.0,-95.0,-78.0,-77.0,-77.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-60.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-77.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-68.0,-68.0,-72.0,-95.0,-72.0,-69.0,-67.0,-68.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-82.0,-83.0,-79.0,-83.0,-83.0,-83.0,-83.0,-74.0,-74.0,-75.0,-74.0,-74.0,-74.0,-83.0,-83.0,-75.0,-75.0,-75.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0
68,-79.0,-73.0,-75.0,-78.0,-79.0,-75.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-60.0,-61.0,-59.0,-67.0,-69.0,-62.0,-60.0,-61.0,-95.0,-60.0,-78.0,-65.0,-69.0,-69.0,-69.0,-74.0,-74.0,-79.0,-78.0,-78.0,-76.0,-64.0,-64.0,-64.0,-64.0,-74.0,-69.0,-83.0,-78.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-80.0,-95.0,-78.0,-74.0,-78.0,-77.0,-77.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-64.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-77.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-70.0,-69.0,-69.0,-70.0,-95.0,-69.0,-70.0,-70.0,-69.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-82.0,-82.0,-82.0,-83.0,-82.0,-82.0,-83.0,-77.0,-78.0,-77.0,-74.0,-76.0,-78.0,-83.0,-81.0,-77.0,-77.0,-77.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0
69,-73.0,-73.0,-73.0,-72.0,-79.0,-73.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-61.0,-61.0,-60.0,-60.0,-67.0,-62.0,-63.0,-62.0,-95.0,-61.0,-78.0,-74.0,-67.0,-68.0,-68.0,-72.0,-73.0,-73.0,-78.0,-72.0,-72.0,-72.0,-75.0,-64.0,-75.0,-74.0,-69.0,-83.0,-78.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-83.0,-95.0,-78.0,-74.0,-78.0,-79.0,-77.0,-83.0,-83.0,-83.0,-83.0,-95.0,-83.0,-64.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-77.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-70.0,-69.0,-69.0,-70.0,-95.0,-69.0,-70.0,-70.0,-69.0,-95.0,-83.0,-83.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-80.0,-82.0,-79.0,-79.0,-80.0,-79.0,-83.0,-78.0,-78.0,-79.0,-77.0,-76.0,-78.0,-83.0,-81.0,-79.0,-78.0,-79.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0
70,-66.0,-72.0,-73.0,-67.0,-72.0,-72.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-61.0,-59.0,-62.0,-62.0,-65.0,-61.0,-60.0,-60.0,-95.0,-69.0,-72.0,-60.0,-65.0,-65.0,-65.0,-65.0,-67.0,-67.0,-73.0,-67.0,-72.0,-59.0,-60.0,-59.0,-60.0,-72.0,-74.0,-83.0,-68.0,-82.0,-95.0,-70.0,-95.0,-95.0,-95.0,-95.0,-95.0,-72.0,-95.0,-72.0,-60.0,-72.0,-82.0,-82.0,-83.0,-95.0,-83.0,-82.0,-59.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-77.0,-75.0,-83.0,-75.0,-76.0,-75.0,-75.0,-76.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-81.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-82.0,-83.0,-82.0,-95.0,-82.0,-81.0,-83.0,-83.0,-83.0,-95.0,-82.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0
71,-69.0,-57.0,-57.0,-69.0,-58.0,-58.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-63.0,-61.0,-63.0,-63.0,-67.0,-63.0,-62.0,-61.0,-95.0,-62.0,-72.0,-59.0,-67.0,-67.0,-68.0,-69.0,-69.0,-69.0,-73.0,-69.0,-56.0,-58.0,-58.0,-58.0,-58.0,-57.0,-74.0,-83.0,-68.0,-83.0,-95.0,-70.0,-95.0,-95.0,-95.0,-95.0,-95.0,-72.0,-95.0,-72.0,-56.0,-72.0,-82.0,-95.0,-83.0,-95.0,-95.0,-82.0,-57.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-82.0,-77.0,-80.0,-80.0,-81.0,-81.0,-75.0,-75.0,-80.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-82.0,-83.0,-82.0,-95.0,-82.0,-81.0,-83.0,-83.0,-83.0,-95.0,-82.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0
72,-69.0,-59.0,-59.0,-70.0,-59.0,-60.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-61.0,-61.0,-62.0,-63.0,-62.0,-62.0,-61.0,-62.0,-95.0,-62.0,-72.0,-57.0,-62.0,-62.0,-63.0,-69.0,-70.0,-71.0,-74.0,-69.0,-56.0,-57.0,-57.0,-58.0,-75.0,-59.0,-62.0,-95.0,-68.0,-83.0,-95.0,-70.0,-95.0,-95.0,-95.0,-95.0,-95.0,-72.0,-95.0,-75.0,-56.0,-74.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-57.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-82.0,-77.0,-80.0,-80.0,-81.0,-81.0,-75.0,-75.0,-80.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-82.0,-83.0,-82.0,-95.0,-82.0,-83.0,-83.0,-83.0,-83.0,-95.0,-82.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0
73,-66.0,-60.0,-60.0,-66.0,-61.0,-61.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-58.0,-59.0,-57.0,-58.0,-68.0,-58.0,-61.0,-60.0,-95.0,-58.0,-74.0,-62.0,-68.0,-68.0,-69.0,-66.0,-65.0,-66.0,-74.0,-66.0,-60.0,-61.0,-62.0,-61.0,-75.0,-60.0,-68.0,-95.0,-95.0,-83.0,-95.0,-70.0,-95.0,-95.0,-95.0,-83.0,-95.0,-75.0,-95.0,-74.0,-62.0,-75.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-62.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-68.75,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-77.0,-80.0,-80.0,-83.0,-83.0,-83.0,-75.0,-80.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-83.0,-83.0,-82.0,-83.0,-82.0,-83.0,-83.0,-83.0,-83.0,-83.0,-82.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0
74,-69.0,-57.0,-56.0,-69.0,-57.0,-57.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-57.0,-57.0,-57.0,-58.0,-62.0,-57.0,-61.0,-60.0,-95.0,-58.0,-73.0,-63.0,-62.0,-62.0,-63.0,-69.0,-65.0,-69.0,-73.0,-69.0,-56.0,-62.0,-62.0,-61.0,-73.0,-57.0,-68.0,-95.0,-95.0,-83.0,-95.0,-70.0,-95.0,-95.0,-95.0,-83.0,-95.0,-74.0,-95.0,-74.0,-62.0,-75.0,-83.0,-83.0,-95.0,-95.0,-83.0,-83.0,-62.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-62.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-95.0,-83.0,-77.0,-80.0,-80.0,-83.0,-83.0,-83.0,-83.0,-80.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-79.0,-83.0,-83.0,-95.0,-83.0,-83.0,-95.0,-83.0,-83.0,-83.0,-83.0,-82.0,-83.0,-83.0,-83.0,-83.0,-83.0,-82.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0
75,-64.0,-66.0,-66.0,-63.0,-70.0,-65.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-73.0,-75.0,-75.0,-74.0,-72.0,-73.0,-73.0,-74.0,-95.0,-76.0,-73.0,-59.0,-72.0,-72.0,-72.0,-63.0,-64.0,-64.0,-74.0,-64.0,-65.0,-60.0,-59.0,-60.0,-60.0,-61.0,-77.0,-83.0,-95.0,-82.0,-83.0,-73.0,-95.0,-95.0,-95.0,-95.0,-95.0,-73.0,-95.0,-74.0,-59.0,-74.0,-83.0,-83.0,-81.0,-81.0,-80.0,-83.0,-59.0,-82.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-73.0,-95.0,-74.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-82.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
76,-70.0,-56.0,-56.0,-70.0,-70.0,-56.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-69.0,-68.0,-68.0,-67.0,-69.0,-69.0,-69.0,-68.0,-95.0,-68.0,-73.0,-58.0,-70.0,-70.0,-70.0,-63.0,-70.0,-71.0,-73.0,-70.0,-56.0,-58.0,-58.0,-60.0,-59.0,-56.0,-77.0,-83.0,-95.0,-83.0,-83.0,-73.0,-95.0,-95.0,-95.0,-95.0,-95.0,-73.0,-95.0,-74.0,-59.0,-74.0,-82.0,-82.0,-81.0,-81.0,-83.0,-81.0,-59.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-73.0,-95.0,-74.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
77,-65.0,-59.0,-58.0,-70.0,-58.0,-59.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-70.0,-71.0,-71.0,-74.0,-71.0,-71.0,-71.0,-95.0,-70.0,-72.0,-60.0,-74.0,-73.0,-74.0,-66.0,-65.0,-65.0,-72.0,-65.0,-59.0,-61.0,-61.0,-60.0,-61.0,-58.0,-77.0,-83.0,-95.0,-82.0,-95.0,-73.0,-95.0,-95.0,-95.0,-95.0,-95.0,-73.0,-95.0,-73.0,-60.0,-72.0,-82.0,-82.0,-83.0,-81.0,-83.0,-82.0,-61.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-72.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
78,-68.0,-55.0,-55.0,-69.0,-56.0,-56.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-66.0,-64.0,-65.0,-66.0,-71.0,-65.0,-65.0,-64.0,-95.0,-65.0,-70.0,-61.0,-71.0,-71.0,-72.0,-68.0,-68.0,-69.0,-72.0,-65.0,-54.0,-61.0,-61.0,-60.0,-61.0,-58.0,-77.0,-83.0,-68.0,-82.0,-95.0,-73.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-95.0,-72.0,-60.0,-71.0,-82.0,-82.0,-83.0,-81.0,-83.0,-82.0,-61.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
79,-68.0,-60.0,-61.0,-69.0,-61.0,-61.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-70.0,-70.0,-69.0,-70.0,-74.0,-70.0,-70.0,-69.0,-95.0,-69.0,-70.0,-59.0,-74.0,-74.0,-74.0,-64.0,-64.0,-66.0,-70.0,-65.0,-60.0,-59.0,-58.0,-59.0,-59.0,-58.0,-74.0,-83.0,-68.0,-82.0,-95.0,-70.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-95.0,-70.0,-59.0,-71.0,-82.0,-82.0,-83.0,-81.0,-83.0,-82.0,-58.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-71.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
80,-70.0,-65.0,-64.0,-70.0,-66.0,-65.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-69.0,-69.0,-71.0,-71.0,-69.0,-70.0,-68.0,-63.0,-95.0,-62.75,-72.0,-63.0,-69.0,-68.0,-69.0,-70.0,-70.0,-71.0,-63.0,-70.0,-65.0,-62.0,-63.0,-56.0,-63.0,-69.0,-95.0,-80.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-73.0,-95.0,-74.0,-73.0,-73.0,-81.0,-79.0,-95.0,-80.0,-79.0,-80.0,-62.0,-81.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-72.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-82.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
81,-67.0,-67.0,-65.0,-67.0,-67.0,-66.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-64.0,-64.0,-63.0,-63.0,-69.0,-64.0,-63.0,-63.0,-95.0,-63.0,-74.0,-57.0,-70.0,-69.0,-69.0,-68.0,-67.0,-68.0,-56.0,-67.0,-64.0,-56.0,-56.0,-56.0,-56.0,-66.0,-95.0,-81.0,-95.0,-79.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-75.0,-95.0,-75.0,-74.0,-75.0,-80.0,-81.0,-95.0,-78.0,-82.0,-82.0,-56.0,-81.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-74.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-83.0,-95.0,-82.0,-95.0,-83.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0,-95.0
